,#,Artist,Listeners,Daily +/-,Peak,PkListeners
559,560,Hariharan,15877230,20346,538,15877230
560,561,Piso 21,15796815,103753,303,20327383
561,562,BLACKPINK,15790670,-10503,173,25116235
562,563,Shania Twain,15786833,-22870,352,17682454
563,564,Bob Dylan,15785776,-259,492,16331047
564,565,Ñengo Flow,15776042,-8461,207,22145574
565,566,Grupo Marca Registrada,15769648,-11458,264,22007861
566,567,Boney M.,15712518,63769,268,24770644
567,568,Bradley Cooper,15711088,-92076,457,16887959
568,569,NOTION,15693908,-19673,532,16086614
569,570,Julieta Venegas,15685449,32590,376,19459228
570,571,Passenger,15685322,-27391,422,16765920
571,572,Latto,15672346,5211,74,38062951
572,573,Christina Perri,15647214,54702,424,17478522
573,574,S. P. Balasubrahmanyam,15594399,8588,556,15594399
574,575,Divya Kumar,15592070,-4885,405,18610694
575,576,Scorpions,15527331,8036,514,15545753
576,577,Morat,15525873,-22663,344,16643863
577,578,Pearl Jam,15522600,-53450,488,15774550
578,579,Jay Wheeler,15492570,37050,300,19956526
579,580,Rvssian,15442827,-44577,180,27438055
580,581,Black Sabbath,15427889,46037,465,16595839
581,582,Jatin-Lalit,15414423,7382,568,15414423
582,583,Sid Sriram,15413688,48508,583,15413688
583,584,NATTI NATASHA,15408794,-7810,331,17498549
584,585,Edgardo Nuñez,15399287,-99507,431,16906197
585,586,Roop Kumar Rathod,15370288,3239,585,15370288
586,587,Jøtta,15336821,-12374,436,18112998
587,588,Chrystal,15333728,18218,561,15564151
588,589,Sevdaliza,15247636,-99062,219,25431578
589,590,Dave,15239827,-16607,135,29100809
590,591,Arash,15235784,20920,591,15235784
591,592,Eslabon Armado,15166996,19744,64,40132836
592,593,Clave Especial,15119815,-71508,560,15760396
593,594,Tiago PZK,15118503,25067,244,22623731
594,595,Dasha,15112314,33745,221,27379872
595,596,Offset,15111938,-37982,183,25315155
596,597,AP Dhillon,15084271,41296,394,16784298
597,598,Fetty Wap,15079574,-33677,375,18956221
598,599,Jonita Gandhi,15076781,-46464,337,18322100
599,600,Stryv,15076371,37869,266,23709586
600,601,Manan Bhardwaj,15059929,12802,247,24056763
601,602,Jeet Gannguli,15043253,61808,602,15043253
602,603,Guru Randhawa,15029432,29971,603,15029432
603,604,Neha Kakkar,15027846,-36258,397,18678926
604,605,Beach House,15014492,15611,521,15014492
605,606,George Ezra,15008159,-26724,291,20125754
606,607,Raim Laode,15001631,-36054,603,15047899
607,608,Los Dareyes De La Sierra,14973113,-58259,542,15180783
608,609,Chayanne,14966954,-21229,474,17003813
609,610,MC Tuto,14931655,-62322,400,18873532
610,611,Juan Luis Guerra 4.40,14923269,-34313,567,15169339
611,612,Noriel,14922224,65032,612,14922224
612,613,Lenny Kravitz,14919927,11437,556,15227102
613,614,Leon Thomas,14883540,-40316,507,16439450
614,615,Tove Lo,14880759,-10890,321,16726850
615,616,*NSYNC,14874823,-20941,138,32534951
616,617,Yb Wasg'ood,14862643,234464,617,14862643
617,618,R3HAB,14855301,661,210,23584295
618,619,John Newman,14842343,-13765,532,15591878
619,620,Benny Dayal,14834166,-6043,522,15041645
620,621,Emilia,14830499,-7375,337,19179139
621,622,Kane Brown,14829936,-27735,418,18066809
622,623,A Boogie Wit da Hoodie,14816058,40684,213,22882543
623,624,Yan Block,14792293,3961,623,14792293
624,625,Daecolm,14791282,-19634,557,15813892
625,626,Capital Cities,14780025,26173,518,15735026
626,627,Dimitri Vegas & Like Mike,14755076,-12893,357,19897730
627,628,Chino Pacas,14736612,-22891,267,21601531
628,629,MC Ryan SP,14732765,-19226,349,19355147
629,630,Fifth Harmony,14723017,-37366,626,14760383
630,631,MEDUZA,14699837,122,222,22148251
631,632,Trueno,14695892,-8660,178,28176321
632,633,Electric Light Orchestra,14692903,22797,522,14986263
633,634,Gente De Zona,14657765,-8910,616,14735915
634,635,Van Morrison,14643234,-26362,333,21361390
635,636,Steve Aoki,14629619,29631,216,21606912
636,637,Priya Saraiya,14618170,160815,535,15607281
637,638,Brray,14614455,32972,405,16966488
638,639,Destiny's Child,14588504,-341,330,22189099
639,640,Rashmi Virag,14586028,-8192,608,14598453
640,641,Eden Muñoz,14586002,46779,367,17438441
641,642,Salim–Sulaiman,14581101,-34627,524,15845747
642,643,The Strokes,14567746,1111,423,17607267
643,644,Kim Petras,14560840,-31515,43,46551289
644,645,Robbie Williams,14538136,63286,392,18905659
645,646,Connie Francis,14516744,28023,646,14516744
646,647,Surf Curse,14501093,-32947,319,20913105
647,648,Varun Jain,14490462,7939,535,15576269
648,649,Meek Mill,14489336,21481,393,15553179
649,650,3 Doors Down,14481089,-55012,604,14902350
650,651,Kailash Kher,14476299,20448,585,14686805
651,652,Addison Rae,14474201,318933,450,17534490
652,653,Armaan Malik,14472599,-82985,381,16761065
653,654,Papa Roach,14470998,-22436,597,14714352
654,655,Palak Muchhal,14456893,-51231,414,17887750
655,656,Michael Bublé,14435438,-31982,13,73651203
656,657,Morad,14416702,39669,478,16713544
657,658,Annie Lennox,14413704,-17564,301,22105566
658,659,KATSEYE,14393506,130668,618,14393506
659,660,La Arrolladora Banda El Limón De Rene Camacho,14336776,-158,594,14402492
660,661,Slipknot,14330872,1466,543,14532595
661,662,James Blunt,14297699,28312,553,14297699
662,663,Calle 24,14198144,-18064,347,18990432
663,664,Darshan Raval,14181231,-9964,286,20349184
664,665,Shaan,14179590,12808,623,14179590
665,666,Fergie,14155652,-1810,562,14297921
666,667,Jowell & Randy,14153143,-14697,516,14167840
667,668,Jesse & Joy,14152478,2813,440,15999739
668,669,ATL Jacob,14142821,-21598,210,25072953
669,670,MAGIC!,14125890,19819,549,14945320
670,671,The White Stripes,14122079,-31076,290,22483264
671,672,The Pussycat Dolls,14120677,28671,619,14120677
672,673,Wisin,14081598,139527,405,15614069
673,674,Mary J. Blige,14072361,-17863,638,14159175
674,675,W&W,14052090,-13417,440,17304881
675,676,Ms. Lauryn Hill,14042167,-22003,486,16319683
676,677,Kylie Minogue,14020738,38636,233,24715118
677,678,Taio Cruz,13991825,2357,520,14270300
678,679,AURORA,13981237,-6894,473,14920783
679,680,Grupo Menos É Mais,13975242,-2476,537,15768800
680,681,Lyanno,13965860,-5861,416,15200027
681,682,The Temper Trap,13965481,123266,682,13965481
682,683,M83,13958351,-1762,592,13998925
683,684,K. S. Chithra,13945056,2344,639,13945056
684,685,Quavo,13943916,-42886,188,27599002
685,686,Bomba Estéreo,13933444,-88303,290,18055394
686,687,WALK THE MOON,13902545,-114372,410,18076284
687,688,Deftones,13863887,41977,650,13863887
688,689,Kumar Sanu,13861887,12151,689,13861887
689,690,The Doobie Brothers,13858099,7711,684,13880450
690,691,Ely Oaks,13841240,-16312,687,13861795
691,692,Malachiii,13826700,16159,262,23766421
692,693,Altamash Faridi,13811709,29966,530,13811709
693,694,Becky Hill,13806432,-32237,257,20058164
694,695,blackbear,13789785,-13916,259,19962853
695,696,Depeche Mode,13783354,-34715,418,16717329
696,697,Cosculluela,13783167,-7246,589,14099623
697,698,Rod Stewart,13766667,53056,521,15047871
698,699,Eric Clapton,13755078,7354,550,13824758
699,700,Billy Idol,13741905,-6736,628,14110142
700,701,Simone Mendes,13718131,8180,535,14861604
701,702,Sukhwinder Singh,13699804,-10948,600,13919468
702,703,Joan Sebastian,13693598,-31165,610,14258543
703,704,Gym Class Heroes,13686382,5731,441,16413777
704,705,The Walters,13662214,91833,371,19385847
705,706,Zion,13632106,41566,650,13632106
706,707,Manu Chao,13594621,17029,650,13594621
707,708,Gucci Mane,13568870,11388,401,16561931
708,709,Creed,13553180,-295,700,13586799
709,710,Ella Henderson,13528837,-4181,364,17142204
710,711,Dimitri Vegas,13524061,-30922,446,17182026
711,712,girl in red,13511349,-5962,262,23016471
712,713,Romy,13490884,-14691,584,14694431
713,714,Aitana,13484010,17981,411,15094220
714,715,Sting,13425025,42991,551,14870169
715,716,Los Tigres Del Norte,13416320,-18492,689,13618718
716,717,Edward Maya,13354181,37263,717,13354181
717,718,DJ Luian,13323883,-9490,293,19413064
718,719,Survivor,13323833,-22241,598,13878844
719,720,Camila,13312971,-4487,508,15900239
720,721,Tinashe,13250100,95761,377,19002563
721,722,Zerb,13230556,17863,369,18649657
722,723,Orso,13228870,27559,265,23709586
723,724,Fred again..,13224473,-19027,397,18388836
724,725,Zé Neto & Cristiano,13223769,23636,584,13788491
725,726,Marco Antonio Solís,13223593,-51258,643,13649426
726,727,Jorge & Mateus,13206288,-9793,539,15856100
727,728,Sayfalse,13198421,44717,728,13198421
728,729,Nate Ruess,13195473,-40661,573,14920728
729,730,bbno$,13192648,-31060,574,14522060
730,731,Dj Guuga,13181749,4055,731,13181749
731,732,G. V. Prakash,13174241,-22330,673,13288190
732,733,Eyedress,13172200,-4997,399,18287094
733,734,TLC,13163545,25550,509,15896784
734,735,Counting Crows,13159641,-35153,713,13362436
735,736,Tokischa,13156058,16173,394,17115778
736,737,Leon Bridges,13155003,5430,597,13761494
737,738,Neeraj Shridhar,13136495,17036,738,13136495
738,739,Jorja Smith,13119227,-7268,469,16402144
739,740,Tracy Chapman,13108499,24875,348,19175912
740,741,Alfredo Olivas,13093311,-4844,582,13862718
741,742,SYML,13057562,35192,464,14726953
742,743,Wale,13043633,-15357,736,13085184
743,744,Ice Spice,13019668,123566,49,47203544
744,745,Ace of Base,13010188,44612,745,13010188
745,746,Eric Church,13005271,14084,734,13012395
746,747,Iyaz,12997298,-35133,676,13222752
747,748,6LACK,12992977,-21187,321,16978376
748,749,Zendaya,12987009,-17358,496,15183083
749,750,Mon Laferte,12986588,-56251,647,13785596
750,751,Mambo Kingz,12985170,-16552,298,19318210
751,752,Mark Ambor,12983699,-60054,134,35210214
752,753,Rick Ross,12958663,43597,514,15272290
753,754,Luísa Sonza,12957531,-15120,456,15591379
754,755,Lykke Li,12949003,-30655,720,13206738
755,756,Rammstein,12943376,-15232,636,12977513
756,757,David Kushner,12939684,-7985,143,27928294
757,758,Raj Shekhar,12905223,-3464,521,15871479
758,759,Duran Duran,12900574,50651,759,12900574
759,760,Alec Benjamin,12894275,29237,251,23650761
760,761,Ana Castela,12887996,32436,324,20415436
761,762,Damiano David,12861018,82993,762,12861018
762,763,NF,12853014,-19048,275,19447227
763,764,Ram Sampath,12847812,11522,472,16606741
764,765,Cher,12830411,14094,217,25664744
765,766,Mc Rodrigo do CN,12813793,47213,646,13513719
766,767,Chezile,12811937,-3395,417,17952523
767,768,Hindia,12789111,-6304,754,12813612
768,769,Van Halen,12785057,15241,485,14349969
769,770,Ajay-Atul,12759681,31951,597,12870666
770,771,Calibre 50,12753659,-20356,488,13146344
771,772,Busta Rhymes,12740681,14897,599,13099883
772,773,Rudimental,12719420,16851,439,17290320
773,774,T.I.,12714767,10454,587,12802588
774,775,Madison Beer,12699499,6688,339,19836973
775,776,Em Beihold,12698047,-41514,135,26666031
776,777,Soulja Boy,12693000,1927,662,12961447
777,778,Bonnie Tyler,12680556,27766,611,13559948
778,779,Los Tucanes De Tijuana,12675021,20775,484,14566004
779,780,Brytiago,12664576,84174,556,13359249
780,781,Jack Johnson,12662641,-45996,518,15485519
781,782,Jory Boy,12657201,33706,782,12657201
782,783,LE SSERAFIM,12655099,-11836,476,16058007
783,784,Portugal. The Man,12651765,55164,590,14507187
784,785,will.i.am,12648769,7556,566,12835275
785,786,Ciara,12634918,-1431,639,12751516
786,787,Pablo Alborán,12631264,4347,519,14229540
787,788,Sublime,12624110,-30264,715,12858313
788,789,Bring Me The Horizon,12621834,4283,475,15125559
789,790,Johnny Cash,12608498,-26148,592,13632777
790,791,Diego & Victor Hugo,12589002,16019,788,12593844
791,792,The Smashing Pumpkins,12577711,2396,659,12908501
792,793,Kushagra,12540720,36122,793,12540720
793,794,New West,12523487,10477,421,15372580
794,795,R. D. Burman,12512928,-12283,731,12525211
795,796,Yeat,12503936,-37853,149,28149740
796,797,Kungs,12466642,3731,401,16546336
797,798,Galantis,12455540,7047,338,18896883
798,799,Sadhana Sargam,12448535,16094,726,12621403
799,800,Lil Tjay,12442101,-12149,268,19548091
800,801,Dalex,12423881,-20862,355,18038673
801,802,Lionel Richie,12419624,19213,641,12419624
802,803,Shafqat Amanat Ali,12395082,102278,784,12395082
803,804,Tony Dize,12376965,-43151,481,15601281
804,805,Nanpa Básico,12374211,6765,782,12374211
805,806,Rae Sremmurd,12370823,-22547,412,15144345
806,807,America,12370499,60300,654,13190209
807,808,NewJeans,12351943,3023,160,26786050
808,809,Los Enanitos Verdes,12334353,-2543,543,15265491
809,810,Bad Gyal,12328075,-39928,405,16628326
810,811,Olivia Newton-John,12326167,-26317,548,15711570
811,812,Jaideep Sahni,12312259,-32211,741,12501212
812,813,Luke Bryan,12295843,2675,601,12295843
813,814,Arko,12295631,13512,814,12295631
814,815,ERNEST,12294458,-21951,618,14052464
815,816,Thaman S,12278805,-878,591,14566351
816,817,Aditya Rikhari,12271600,-19375,756,12704311
817,818,Russ,12266264,-18413,365,17041050
818,819,Jhené Aiko,12255206,-19926,557,13895450
819,820,C. Tangana,12252411,76556,700,12252411
820,821,Icona Pop,12242475,59976,597,13570205
821,822,Hans Zimmer,12238698,-12601,562,14296237
822,823,Yuvan Shankar Raja,12229811,-19232,663,13133325
823,824,Matheus & Kauan,12223532,14678,595,14665070
824,825,Riley Green,12192095,-373,819,12218871
825,826,Haddaway,12190994,12984,753,12190994
826,827,For Revenge,12189551,7697,826,12189551
827,828,Brooks & Dunn,12188439,8331,826,12188439
828,829,Cazzu,12188271,-14370,541,15540655
829,830,Seeb,12153828,16704,603,13308958
830,831,Modern Talking,12137973,2894,651,13539206
831,832,Fitz and The Tantrums,12124471,27912,756,12124471
832,833,Lainey Wilson,12123609,-7457,653,13541651
833,834,Sixpence None The Richer,12121150,-58535,664,13190880
834,835,X Ambassadors,12110707,7738,398,14934403
835,836,Flume,12104079,-35137,571,13480342
836,837,fun.,12104020,5045,594,13389730
837,838,Mumford & Sons,12099913,-39556,629,13399728
838,839,Karthik,12099054,-26303,723,12549954
839,840,Prince,12095056,17645,630,12369141
840,841,KHEA,12094515,-29251,458,16911588
841,842,Harris Jayaraj,12075684,3830,771,12075684
842,843,Shekhar Ravjiani,12034502,-65842,392,15805465
843,844,The Verve,12033276,8011,763,12082230
844,845,Blondie,12028984,10561,552,13208088
845,846,Nadeem Shravan,12019469,21622,846,12019469
846,847,Gigi D'Agostino,11998415,-14330,509,16063549
847,848,The Beach Boys,11996803,22433,161,31364150
848,849,Maren Morris,11983949,-44555,432,14821271
849,850,Korn,11967520,1544,683,12292792
850,851,Mahalakshmi Iyer,11963010,-6838,764,12243472
851,852,Kate Bush,11949172,61685,424,14101915
852,853,Spice Girls,11925036,-6705,591,13114444
853,854,Lizzo,11899154,-5388,105,30100497
854,855,NXGHT!,11899001,-30232,791,12149998
855,856,Sam Barber,11886405,4940,821,11911353
856,857,Mau y Ricky,11876517,10407,489,12943019
857,858,Dave Stewart,11845962,-10599,570,14587408
858,859,Bharath,11843639,30616,859,11843639
859,860,Sheila On 7,11820587,-18809,859,11839396
860,861,Blake Shelton,11814341,-40004,329,21028245
861,862,No Doubt,11801255,536,688,12498646
862,863,Saaheal,11786247,32055,863,11786247
863,864,The Clash,11783171,-9529,507,16396253
864,865,Kavita Krishnamurthy,11776766,4770,834,11776766
865,866,Shaarib Toshi,11760183,78879,866,11760183
866,867,Pamungkas,11743853,25833,867,11743853
867,868,Omah Lay,11743775,-16455,767,11974309
868,869,¥$,11743634,-39646,106,34770239
869,870,Asha Bhosle,11741132,-11131,822,11752263
870,871,Paul McCartney,11731328,-3115,79,43578778
871,872,Mazzy Star,11727747,2437,803,11841240
872,873,Milo j,11719209,-14935,265,21285336
873,874,Beach Weather,11711025,-11611,597,13538779
874,875,DENNIS,11696340,10016,432,17466515
875,876,Jax Jones,11685792,-2615,354,17202952
876,877,Kishore Kumar,11636143,8173,877,11636143
877,878,Axwell,11635900,10839,878,11635900
878,879,Purple Disco Machine,11628192,3380,451,14934992
879,880,Natalia Lafourcade,11623532,2766,685,12900184
880,881,Hoobastank,11567569,8257,806,11695407
881,882,The Outfield,11566628,-9736,406,18751264
882,883,Abhijeet,11563989,-27220,804,11931417
883,884,Clams Casino,11563963,-24968,833,11814322
884,885,INNA,11516805,28413,646,13405922
885,886,The Game,11516746,-14285,508,13935195
886,887,Vicente Fernández,11513949,7030,647,14287433
887,888,Niall Horan,11505688,-3668,129,27578996
888,889,Soda Stereo,11497756,-15926,654,12924399
889,890,Tom Petty,11497574,-24313,680,12072427
890,891,Audioslave,11487767,-16347,736,12539107
891,892,Eurythmics,11476364,-10898,364,19541941
892,893,John Summit,11468179,12515,841,11468179
893,894,Murilo Huff,11463543,36226,623,13512150
894,895,Starship,11462231,74204,710,12953935
895,896,Jungle,11455822,-14606,544,14773883
896,897,Phoebe Bridgers,11438301,-8097,706,13144215
897,898,Jason Aldean,11437844,11932,698,11437844
898,899,Will Smith,11425011,16380,819,11425011
899,900,Ankit Tiwari,11422298,-67597,529,15591657
900,901,M.I.A.,11421119,-80344,799,11840863
901,902,ZZ Top,11418967,11872,644,12205493
902,903,Silk Sonic,11409876,73136,373,15167191
903,904,La Oreja de Van Gogh,11409126,45976,462,17350078
904,905,Selena Gomez & The Scene,11405527,2871,525,13559306
905,906,KALEO,11405127,60075,471,17159684
906,907,MC Fabinho da Osk,11396590,-29511,834,11703896
907,908,Esau Ortiz,11390133,125976,908,11390133
908,909,OMI,11375732,25248,669,13042332
909,910,Victor Mendivil,11364796,16381,827,11416729
910,911,Kenny Chesney,11352229,-20345,880,11481475
911,912,Feby Putri,11348593,9644,912,11348593
912,913,Snow Patrol,11328284,-9351,754,12280298
913,914,Yng Lvcas,11326858,-13091,101,32431402
914,915,King Von,11319883,-14363,817,11459632
915,916,Antara Mitra,11318433,30678,916,11318433
916,917,Haze,11316326,19418,644,13425088
917,918,Tones And I,11309523,60334,416,15010580
918,919,Belinda,11301729,64192,585,14320082
919,920,Simple Plan,11291441,-50150,886,11590905
920,921,Javed Bashir,11290754,46462,921,11290754
921,922,Ofenbach,11289946,-4650,392,18344823
922,923,6ix9ine,11283032,-2398,584,12167814
923,924,Imanbek,11267137,2284,280,18669813
924,925,Wizkid,11262707,-37468,523,13758308
925,926,Yebba,11256242,-11069,584,14544599
926,927,Coi Leray,11247703,-20332,72,38479080
927,928,Tyler Childers,11244878,-11934,610,13302962
928,929,Léo Foguete,11232423,-2820,568,15080414
929,930,José José,11224833,-13968,769,11875861
930,931,The Cardigans,11221024,2074,742,12158038
931,932,Crowded House,11188148,33207,681,13009112
932,933,MARINA,11184079,96564,694,11850931
933,934,Tina Turner,11180584,19261,308,19164105
934,935,LMFAO,11173895,14064,898,11173895
935,936,Mc Davi,11173728,-9447,620,13937826
936,937,Chicago,11168445,54104,790,11621396
937,938,Chief Keef,11163181,-13290,436,15873183
938,939,Melanie Martinez,11155068,130,257,20251491
939,940,Raghav Chaitanya,11147045,60569,754,12272593
940,941,Cults,11142315,-29146,463,16570191
941,942,Jorsshh,11136415,-90686,850,11868364
942,943,Gulzar,11131484,-4977,859,11136461
943,944,Montell Fish,11126108,17076,614,13623841
944,945,Laura Pausini,11125131,63811,517,16503545
945,946,Descemer Bueno,11123207,-27825,892,11463981
946,947,Lizzy McAlpine,11114539,-15491,293,18459665
947,948,Juan Gabriel,11097830,5156,777,11177714
948,949,A$AP Ferg,11093139,-40030,585,12719676
949,950,Jon Pardi,11088359,-2576,849,11090935
950,951,Rage Against The Machine,11084228,9785,737,11178028
951,952,Olly Alexander (Years & Years),11081364,-6434,738,12384382
952,953,Cup of Joe,11070064,-14808,904,11245529
953,954,Oruam,11069415,-25409,613,13892210
954,955,Richy Mitch & The Coal Miners,11062018,-54092,218,25801578
955,956,Timmy Trumpet,11039076,17939,648,11977506
956,957,Lunay,11033852,-17882,456,15718665
957,958,La Bouche,11009553,26949,645,13267972
958,959,Miguel Bosé,11007609,-365,653,11632240
959,960,Tammi Terrell,11003633,-45047,445,16282284
960,961,2 Chainz,10999003,50803,518,13825486
961,962,Siddharth - Garima,10994415,17951,549,14517947
962,963,Carrie Underwood,10993509,-29843,663,11844710
963,964,Flo Milli,10990265,-8302,262,22109344
964,965,WILLOW,10966501,-33526,360,15561760
965,966,Gusttavo Lima,10966168,14511,508,15115981
966,967,Zac Brown Band,10960458,37862,654,11797952
967,968,Tego Calderón,10958420,4942,746,12169352
968,969,Keyshia Cole,10935868,-8544,793,11212896
969,970,Kool & The Gang,10935102,5130,875,10946127
970,971,Victor Valverde,10925680,-38389,824,11817587
971,972,MC Kevin o Chris,10895031,2057,317,19054899
972,973,Marília Mendonça,10891451,-2157,398,14932890
973,974,Florida Georgia Line,10888774,-15992,505,13886025
974,975,Luan Pereira,10887129,-50287,488,16440555
975,976,Rascal Flatts,10887086,7856,822,10995263
976,977,DJ Nelson,10871286,11563,453,16878140
977,978,Rekha Bhardwaj,10845046,39871,841,11380223
978,979,Juicy Luicy,10842390,-37402,741,12110384
979,980,John Lennon,10831938,-19083,80,42190219
980,981,Andy Grammer,10831551,-22341,733,10931909
981,982,Avenged Sevenfold,10830646,29077,715,12268247
982,983,bôa,10828938,43942,910,10828938
983,984,Kelly Rowland,10804821,198766,984,10804821
984,985,Tiara Andini,10795240,-32641,866,10840945
985,986,The Doors,10785533,25356,576,14836797
986,987,Kany García,10773749,4485,600,13949342
987,988,Mc IG,10757573,-11319,640,12825821
988,989,Kenny Rogers,10756102,-27517,842,10851496
989,990,MC LUUKY,10752165,3180,739,12764479
990,991,Indila,10743051,-17114,813,11185834
991,992,$uicideboy$,10741186,-24710,603,12765583
992,993,Dove Cameron,10727183,-39299,367,15363797
993,994,Aretha Franklin,10722572,3385,475,17009365
994,995,LUDMILLA,10719319,39551,327,19760775
995,996,Lomiiel,10707642,-4692,891,10788524
996,997,Sohail Sen,10705512,13183,973,10705512
997,998,Batas Senja,10702808,75688,998,10702808
998,999,Willy William,10667183,11680,780,11228790
999,1000,Ana Gabriel,10659928,-25621,911,10779299
1000,1001,Matt Sassari,10657772,-34751,722,12242661
1001,1002,H.E.R.,10652965,-39145,516,13009255
1002,1003,TWICE,10636866,-36689,499,12855155
1003,1004,Moneybagg Yo,10624959,-22631,543,13691597
1004,1005,Nadin Amizah,10617555,-22774,848,10692686
1005,1006,YNW Melly,10617118,-16518,619,12098740
1006,1007,Luan Santana,10606488,-20790,479,15797554
1007,1008,bbyclose,10603937,-16355,884,11000184
1008,1009,Suki Waterhouse,10601684,44090,915,10664202
1009,1010,Shashaa Tirupati,10598230,-2021,797,10704517
1010,1011,Jazzy,10588754,10998,929,11118858
1011,1012,Men At Work,10569205,-39821,620,13582552
1012,1013,Anand Raj Anand,10546704,31464,1013,10546704
1013,1014,Mötley Crüe,10545410,-6191,924,10551601
1014,1015,Franz Ferdinand,10541158,14065,995,10556393
1015,1016,Skillet,10524192,1396,906,10695017
1016,1017,Key Glock,10514549,-38663,444,16394056
1017,1018,.Feast,10514217,43642,1018,10514217
1018,1019,Santa Fe Klan,10510220,-21797,576,12886402
1019,1020,Kansas,10475754,-50271,646,13264985
1020,1021,YG,10468520,22386,530,12471725
1021,1022,The Magician,10458095,-25426,966,10819251
1022,1023,DNCE,10433901,-5150,591,12178319
1023,1024,James Bay,10427537,-21019,571,12803948
1024,1025,Tulus,10426504,-11535,858,11011004
1025,1026,Ivan Cornejo,10398104,-12119,998,10619615
1026,1027,Alice In Chains,10397726,-6393,990,10404120
1027,1028,Jordan Davis,10382373,25588,689,11670670
1028,1029,John Denver,10367056,-13031,600,13363125
1029,1030,Wham!,10357882,-7574,13,81641878
1030,1031,Zac Efron,10341165,8765,810,11283312
1031,1032,Hombres G,10340284,94747,589,14682087
1032,1033,Seafret,10338307,-29518,480,12965413
1033,1034,Carla Morrison,10333403,-29920,565,11635580
1034,1035,Bakar,10328550,-9832,461,16733660
1035,1036,Ryan Lewis,10316192,-2894,181,27624928
1036,1037,Lauana Prado,10313197,-20832,760,11452065
1037,1038,D-Block Europe,10304362,-17105,227,23915073
1038,1039,Frankie Valli,10304182,64735,906,11081458
1039,1040,Owl City,10303884,-2645,753,10725335
1040,1041,The Ronettes,10300845,-57836,68,48233638
1041,1042,The Hollies,10294285,35778,1042,10294285
1042,1043,RÜFÜS DU SOL,10291901,5559,963,10773040
1043,1044,The Temptations,10289273,-18803,631,13625814
1044,1045,The Mamas & The Papas,10287656,-7120,622,13830643
1045,1046,Nio Garcia,10276664,-13269,484,13791945
1046,1047,DMX,10270926,-5707,615,10919370
1047,1048,Nikhita Gandhi,10263189,-18137,485,14908425
1048,1049,NAV,10258224,-7107,203,24009796
1049,1050,Harshdeep Kaur,10236969,15902,1050,10236969
1050,1051,Simon & Garfunkel,10223258,-2683,488,16424922
1051,1052,Goodboys,10223074,-106489,508,12349197
1052,1053,Tochi Raina,10199822,-49886,955,10805141
1053,1054,MC G15,10199533,-6842,648,13493517
1054,1055,Joel Corry,10195482,781,301,18601830
1055,1056,Mc Negão Original,10190415,33117,1056,10190415
1056,1057,Neil Young,10189685,34580,972,10204641
1057,1058,Lily Allen,10184673,-34991,840,11512801
1058,1059,LANY,10182456,23495,768,10264738
1059,1060,Isabel LaRosa,10180231,-46051,323,21221325
1060,1061,iann dior,10175666,-27350,438,14436905
1061,1062,Rag'n'Bone Man,10159443,-12202,475,16109002
1062,1063,MixSingh,10155782,-16986,1000,10504678
1063,1064,Shweta Mohan,10154634,-798,820,11531406
1064,1065,Roy Orbison,10149676,-17008,674,12770696
1065,1066,Lyodra,10138974,-81205,839,11343249
1066,1067,Jasiel Nuñez,10138029,-13319,713,12779992
1067,1068,Cassie,10137359,110813,819,11479357
1068,1069,Odetari,10131442,-29472,611,14062107
1069,1070,D.O.D,10126871,1546,1056,10233882
1070,1071,MC PH,10118487,-6783,542,14958523
1071,1072,John Martin,10118486,-345,668,11535835
1072,1073,070 Shake,10113340,1047,101,30903161
1073,1074,Mr. Probz,10105439,-20217,937,10627405
1074,1075,HARDY,10101750,-12435,800,11792487
1075,1076,James Hype,10096855,6340,460,13541656
1076,1077,24kGoldn,10080012,-29091,393,15117675
1077,1078,ScHoolboy Q,10078883,-27558,492,16556015
1078,1079,DYSTINCT,10067389,72743,1021,10067389
1079,1080,Jimmy Eat World,10056287,-22413,679,12294605
1080,1081,Incubus,10046516,-18565,944,10128514
1081,1082,Bernadya,10043108,-33164,505,16108630
1082,1083,Haricharan,10041315,-11832,836,11307565
1083,1084,Faheem Abdullah,10038789,102835,1084,10038789
1084,1085,Bazzi,10036658,15459,428,14609192
1085,1086,Fiersa Besari,10022012,-33779,1080,10066130
1086,1087,Gustavo Mioto,10019211,27790,616,12902041
1087,1088,Mc Don Juan,10013127,-8116,421,17278848
1088,1089,Blur,10011803,6641,556,12999306
1089,1090,The All-American Rejects,10010475,11793,1089,10010475
1090,1091,Alan Jackson,10004207,-4451,884,10566160
1091,1092,Gill Machhrai,9995578,-1845,1090,9997423
1092,1093,Pixies,9970517,-19381,778,10439571
1093,1094,Davido,9953248,-28669,851,11721890
1094,1095,BL3SS,9952557,-10813,879,11028027
1095,1096,Mustafa Zahid,9951346,80825,1096,9951346
1096,1097,Chuwi,9930304,-95915,629,13732583
1097,1098,Normani,9922309,-13450,521,13231383
1098,1099,Ikky,9919164,18084,880,10572303
1099,1100,Kenny Loggins,9906426,-15899,718,10716636
1100,1101,Sin Bandera,9904820,-15045,826,11035041
1101,1102,Monali Thakur,9902700,-4757,948,10320185
1102,1103,Cody Johnson,9900560,-24647,937,10274474
1103,1104,Lewis Somes,9898918,3427,660,13277154
1104,1105,Joe Jonas,9896368,222,1103,9896368
1105,1106,ILLENIUM,9881413,15635,570,12528350
1106,1107,Dj LK da Escócia,9871837,48061,1107,9871837
